date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type
19621018,1962,62122,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,TIOGA,Underground
19621019,1962,62123,United States of America,NTS,DOE,37,-116,0,0,0,12.5,12.5,WR,BANDICOOT,Underground
19621020,1962,62124,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,6.7,6.7,WR,UNKNOWN,Atmospheric
19621020,1962,62125,United States of America,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,0,20,WE,CHECKMATE,Atmospheric
19621022,1962,62126,Russia,MTR RUSS,DOE,48,46,0,0,0,300,300,WE,UNKNOWN,Space
19621022,1962,62127,Russia,NZ RUSS,UGS,73.4,54.9,0,0,0,8200,8200,WR,UNKNOWN,Atmospheric
19621026,1962,62128,United States of America,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,200,1000,WE,BLUEGILL:3 PRIM,Atmospheric
19621027,1962,62129,Russia,NZ RUSS,DOE,73,55,0,0,0,260,260,WR,UNKNOWN,Atmospheric
19621027,1962,62130,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,SANTEE,Underground
19621027,1962,62131,United States of America,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,800,800,WR,CALAMITY,Atmospheric
19621028,1962,62132,Russia,SEMI KAZAKH,DOE,50,78,0,0,0,7.8,7.8,WR,UNKNOWN,Atmospheric
19621028,1962,62133,Russia,MTR RUSS,DOE,48,46,0,0,0,300,300,WE,UNKNOWN,Space
19621028,1962,62134,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,7.8,7.8,WR,UNKNOWN,Atmospheric
19621029,1962,62135,Russia,NZ RUSS,DOE,73,55,0,0,0,360,360,WR,UNKNOWN,Atmospheric
19621030,1962,62136,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,1.2,1.2,WR,UNKNOWN,Surface
19621030,1962,62137,Russia,NZ RUSS,DOE,73,55,0,0,0,280,280,WR,UNKNOWN,Atmospheric
19621030,1962,62138,United States of America,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,8300,8300,WR,HOUSATONIC,Atmospheric
19621031,1962,62139,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,10,10,WR,UNKNOWN,Atmospheric
19621101,1962,62140,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,3,3,WR,UNKNOWN,Atmospheric
19621101,1962,62141,Russia,NZ RUSS,DOE,73,55,0,0,0,240,240,WR,UNKNOWN,Atmospheric
19621101,1962,62142,Russia,MTR RUSS,DOE,48,46,0,0,0,300,300,WE,UNKNOWN,Atmospheric
19621101,1962,62143,United States of America,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,200,1000,WE,KINGFISH,Atmospheric
19621103,1962,62144,Russia,NZ RUSS,DOE,73,55,0,0,0,390,390,WR,UNKNOWN,Atmospheric
19621103,1962,62145,Russia,NZ RUSS,DOE,73,55,0,0,0,45,45,WR,UNKNOWN,Atmospheric
19621103,1962,62146,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,4.7,4.7,WR,UNKNOWN,Atmospheric
19621104,1962,62147,Russia,SEMI KAZAKH,DOE,50,78,0,0,0,8.4,8.4,WR,UNKNOWN,Atmospheric
19621104,1962,62148,United States of America,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,0,20,WE,TIGHTROPE,Atmospheric
19621105,1962,62149,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.4,0.4,WE,UNKNOWN,Surface
19621109,1962,62150,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,ST.LAWRENCE,Underground
19621111,1962,62151,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.1,0.1,WR,UNKNOWN,Surface
19621113,1962,62152,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,WR,UNKNOWN,Surface
19621114,1962,62153,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,12,12,WR,UNKNOWN,Atmospheric
19621115,1962,62154,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,GUNDI,Underground
19621117,1962,62155,Russia,SEMI KAZAKH,DOE,50,78,0,0,0,18,18,WR,UNKNOWN,Atmospheric
19621124,1962,62156,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAM,UNKNOWN,Surface
19621126,1962,62157,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.031,0.031,SAM,UNKNOWN,Surface
19621127,1962,62158,United States of America,NTS,DOE,37,-116,0,0,0,0,20,PNE,ANACOSTIA,Underground
19621201,1962,62159,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,2.4,2.4,WR,UNKNOWN,Atmospheric
19621204,1962,62160,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,TAUNTON,Underground
19621207,1962,62161,United Kingdom,NTS,UGS,37.1,-116,0,0,0,0,20,WR,TENDRAC,Underground
19621212,1962,62162,United States of America,NTS,UGS,74.3,52.4,0,0,0,0,20,WR,MADISON,Underground
19621212,1962,62163,United States of America,NTS,UGS,37,-116,0,0,0,0,20,WR,NUMBAT,Underground
19621214,1962,62164,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,MANATEE,Underground
19621218,1962,62165,Russia,NZ RUSS,DOE,73,55,0,0,0,110,110,WR,UNKNOWN,Atmospheric
19621218,1962,62166,Russia,NZ RUSS,DOE,73,55,0,0,0,69,69,FMS,UNKNOWN,Atmospheric
19621220,1962,62167,Russia,NZ RUSS,DOE,73,55,0,0,0,8.3,8.3,WR,UNKNOWN,Atmospheric
19621222,1962,62168,Russia,NZ RUSS,DOE,73,55,0,0,0,6.3,6.3,WR,UNKNOWN,Atmospheric
19621223,1962,62169,Russia,NZ RUSS,DOE,73,55,0,0,0,430,430,WR,UNKNOWN,Atmospheric
19621223,1962,62170,Russia,NZ RUSS,MTM,73,55,0,0,0,8.3,8.3,WR,UNKNOWN,Atmospheric
19621223,1962,62171,Russia,NZ RUSS,MTM,73,55,0,0,0,2.4,2.4,WR,UNKNOWN,Atmospheric
19621223,1962,62172,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAM,UNKNOWN,Surface
19621224,1962,62173,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.007,0.007,SAM,UNKNOWN,Surface
19621224,1962,62174,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.028,0.028,SAM,UNKNOWN,Surface
19621224,1962,62175,Russia,NZ RUSS,UGS,74.2,52.3,0,0,0,24200,24200,WR,UNKNOWN,Atmospheric
19621224,1962,62176,Russia,NZ RUSS,UGS,73.6,57.5,0,0,0,1100,1100,WR,UNKNOWN,Atmospheric
19621225,1962,62177,Russia,NZ RUSS,UGS,73.4,56.5,0,0,0,3100,3100,WR,UNKNOWN,Atmospheric
19621225,1962,62178,Russia,NZ RUSS,MTM,73,55,0,0,0,8.5,8.5,WR,UNKNOWN,Atmospheric
19630208,1963,63001,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,CASSELMAN,Underground
19630208,1963,63002,United States of America,NTS,DOE,37,-116,4.5,0,0.3,0,20,WR,ACUSHI,Underground
19630208,1963,63003,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,FERRET,Underground
19630208,1963,63004,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,HATCHIE,Underground
19630215,1963,63005,United States of America,NTS,DOE,37,-116,0,0,0,0,20,SE,CHIPMUNK,Underground
19630221,1963,63006,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,CARMEL,Underground
19630221,1963,63007,United States of America,NTS,DOE,37,-116,0,0,0,0,20,PNE,KAWEAH,Underground
19630301,1963,63008,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,JERBOA,Underground
19630315,1963,63009,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,TOYAH,Underground
19630318,1963,63010,France,IN ECKER ALG,UGS,24,5,0,0,0,0,20,WR,EMERAUDE,Underground
19630329,1963,63011,United States of America,NTS,UGS,37,-116,0,0,0,0,20,WR,GERBIL,Underground
19630330,1963,63012,France,IN ECKER ALG,DOE,24,5,0,0,0,0,5,WR,AMETHYSTE,Underground
19630405,1963,63013,United States of America,NTS,UGS,37,-116,0,0,0,0,20,WR,FERRET PRIME,Underground
19630410,1963,63014,United States of America,NTS,DOE,37,-116,0,0,0,0,20,SE,COYPU,Underground
19630411,1963,63015,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,CUMBERLAND,Underground
19630424,1963,63016,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,KOOTANAI,Underground
19630424,1963,63017,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,PAISANO,Underground
19630509,1963,63018,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,GUNDI PRIME,Underground
19630515,1963,63043,United States of America,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,DOUBLE TRACKS,Surface
19630517,1963,63019,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,HARKEE,Underground
19630517,1963,63020,United States of America,NTS,DOE,37,-116,0,0,0,0,20,SE,TEJON,Underground
19630522,1963,63021,United States of America,NTS,UGS,37.1,-116,0,0,0,20,200,WR,STONES,Underground
19630525,1963,63044,United States of America,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,CLEAN SLATE:I,Surface
19630529,1963,63022,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,PLEASANT,Underground
19630531,1963,63045,United States of America,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,CLEAN SLATE:II,Surface
19630605,1963,63023,United States of America,NTS,UGS,37.2,-116.2,0,0,0,3.1,3.1,WR,YUBA,Underground
19630606,1963,63024,United States of America,NTS,UGS,37,-116,0,0,0,0,20,WR,HUTIA,Underground
19630606,1963,63025,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,APSHAPA,Underground
19630609,1963,63046,United States of America,NELLIS NV,DOE,37,-115,0,0,0,0,0,TRANSP,CLEAN SLATE:III,Surface
19630614,1963,63026,United States of America,NTS,UGS,37,-116,0,0,0,0,20,WR,MATACO,Underground
19630625,1963,63027,United States of America,NTS,UGS,37.1,-116.1,0,0,0,0,20,WR,KENNEBEC,Underground
19630812,1963,63028,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,PEKAN,Underground
19630815,1963,63029,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,SATSOP,Underground
19630823,1963,63030,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,NATCHES/KOHOCTO,Underground
19630913,1963,63031,United States of America,NTS,UGS,37.2,-116.1,0,0,0,0,20,WR,AHTANUM,Underground
19630913,1963,63032,United States of America,NTS,UGS,37.1,-116,0,0,0,249,249,WR,EILBY,Underground
19630927,1963,63047,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,CARP,Underground
19630927,1963,63048,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,NARRAGUAGUS,Underground
19631011,1963,63033,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,GRUNION,Underground
19631011,1963,63034,United States of America,NTS,DOE,37,-116,0,0,0,0,20,PNE,TORNILLO,Underground
19631016,1963,63035,United States of America,NTS,DOE,37,-116,5.3,0,0.6,20,200,WR,CLEARWATER,Underground
19631017,1963,63049,United States of America,NTS,DOE,37,-116,0,0,0,0,20,SE,MULLET,Underground
19631020,1963,63036,France,IN ECKER ALG,UGS,24.1,5.1,0,0,0,0,150,WR,RUBIS,Underground
19631026,1963,63037,United States of America,FALLON NV,DOE,39.2,-118.38,0,0,0,12,12,PNE,SHOAL,Underground
19631114,1963,63038,United States of America,NTS,UGS,37,-116,0,0,0,0,20,WR,ANCHOVY,Underground
19631115,1963,63039,United States of America,NTS,UGS,37.1,-116,0,0,0,0,20,WR,MUSTANG,Underground
19631122,1963,63040,United States of America,NTS,UGS,37.1,-116,0,0,0,20,200,WR,GREYS,Underground
19631204,1963,63041,United States of America,NTS,UGS,36.9,-116.3,0,0,0,0,20,WR,SARDINE/BARRACU,Underground
19631212,1963,63042,United States of America,NTS,UGS,37.1,-115.9,0,0,0,5.3,5.3,WR,EAGLE,Underground
19631220,1963,63050,United States of America,NTS,DOE,37,-116,0,0,0,10,20,WR,TUNA,Underground
19640116,1964,64001,United States of America,NTS,UGS,37.1,-116,0,0,0,20,200,WR,FORE,Underground
19640123,1964,64002,United States of America,NTS,UGS,37.1,-116,0,0,0,10.5,10.5,WR,OCOKTO,Underground
19640130,1964,64044,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,CLUB,Underground
19640212,1964,64045,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,SOLENDON,Underground
19640213,1964,64046,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,BUNKER,Underground
19640214,1964,64003,France,IN ECKER ALG,DOE,24.054,5.053,0,0,0,0,5,WR,OPALE,Underground
19640218,1964,64047,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,BONEFISH,Underground
19640218,1964,64048,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,MACKAREL,Underground
19640220,1964,64004,United States of America,NTS,UGS,37.2,-116,0,0,0,20,200,PNE,KLICKITAT,Underground
19640312,1964,64049,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,HANDICAP,Underground
19640313,1964,64005,United States of America,NTS,UGS,37.1,-116,0,0,0,0,20,WR,PIKE,Underground
19640315,1964,64006,Russia,SEMI KAZAKH,UGS,49.7,78,5.6,0,0,20,150,WE,UNKNOWN,Underground
19640414,1964,64007,United States of America,NTS,UGS,37.1,-116,0,0,0,0,20,WR,HOOK,Underground
19640415,1964,64008,United States of America,NTS,UGS,37,-116,0,0,0,0,20,WR,STURGEON,Underground
19640417,1964,64050,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,BOGEY,Underground
19640424,1964,64009,United States of America,NTS,UGS,37.1,-116.1,0,0,0,20,200,WR,TURF,Underground
19640429,1964,64010,United States of America,NTS,UGS,37,-116,0,0,0,0,20,WR,PIPEFISH,Underground
19640507,1964,64051,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,DRIVER,Underground
19640514,1964,64011,United States of America,NTS,UGS,37.1,-116,0,0,0,0,20,WR,BACKSWING,Underground
19640515,1964,64012,United States of America,NTS,UGS,37,-116.1,0,0,0,0,20,WR,MINNOW,Underground
19640516,1964,64013,Russia,SEMI KAZAKH,UGS,49.9,78.3,5.6,0,0,20,150,WR,UNKNOWN,Underground
19640606,1964,64014,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,FMS,UNKNOWN,Underground
19640611,1964,64015,United States of America,NTS,UGS,37.2,-116.1,0,0,0,0,20,PNE,ACE,Underground
19640612,1964,64052,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,BITTERLING,Underground
19640615,1964,64016,France,IN ECKER ALG,DOE,24.067,5.034,0,0,0,0,5,WR,TOPAZE,Underground
19640618,1964,64053,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,DUFFER,Underground
19640625,1964,64017,United States of America,NTS,UGS,37.1,-116.1,0,0,0,0,20,WR,FADE,Underground
19640630,1964,64018,United States of America,NTS,UGS,37.2,-116.1,0,0,0,0,20,PNE,DUB,Underground
19640716,1964,64019,United States of America,NTS,UGS,37.2,-116.1,0,0,0,20,200,WR,BYE,Underground
19640717,1964,64020,United Kingdom,NTS,DOE,37,-116,0,0,0,0,20,WR,CORMORANT,Underground
19640719,1964,64021,Russia,SEMI KAZAKH,UGS,49.9,78.1,5.5,0,0,20,150,FMS,UNKNOWN,Underground
19640723,1964,64054,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,LINKS,Underground
19640724,1964,64055,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,TROGON,Underground
19640818,1964,64022,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,UNKNOWN,Underground
19640819,1964,64023,United States of America,NTS,UGS,37.2,-116.1,0,0,0,4.4,4.4,WR,ALVA,Underground
19640822,1964,64024,United States of America,NTS,UGS,37.1,-116,0,0,0,0,20,WR,CANVASBACK,Underground
19640827,1964,64056,United States of America,NTS,DOE,37,-116,0,0,0,0,20,SE,PLAYER,Underground
19640828,1964,64025,United States of America,NTS,UGS,37.1,-116,0,0,0,0,20,WR,HADDOCK,Underground
19640904,1964,64026,United States of America,NTS,UGS,37,-116,0,0,0,0,20,WR,GUANAY,Underground
19640911,1964,64057,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,SPOON,Underground
19640918,1964,64027,Russia,NZ RUSS,UGS,72.9,55.2,4.3,0,0,0.001,20,FMS,UNKNOWN,Underground
19640925,1964,64058,United Kingdom,NTS,DOE,37,-116,0,0,0,0,0,WR,COURSER,Underground
19640930,1964,64028,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,FMS,UNKNOWN,Underground
19641002,1964,64029,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,AUK,Underground
19641009,1964,64030,United States of America,NTS,DOE,37,-116,0,0,0,38,38,PNE,PAR,Underground
19641016,1964,64031,China,LOP NOR,DOE,41.5,89,0,0,0,22,22,WR,UNKNOWN,Atmospheric
19641016,1964,64032,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,BARBELTURNSTONE,Underground
19641022,1964,64033,United States of America,HATTIESB MS,DOE,31,-89,0,0,0,5.3,5.3,PNE,SALMON,Underground
19641023,1964,64059,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,GARDEN,Underground
19641025,1964,64034,Russia,NZ RUSS,UGS,73.5,53.7,4.9,0,0,0.001,20,PNE,UNKNOWN,Underground
19641031,1964,64035,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,FOREST,Underground
19641105,1964,64036,United States of America,NTS,UGS,37.2,-116.1,0,0,0,12,12,PNE,HANDCAR,Underground
19641116,1964,64037,Russia,SEMI KAZAKH,UGS,49.7,78,6,0,0,20,150,PNE,UNKNOWN,Underground
19641128,1964,64038,France,IN ECKER ALG,DOE,24.042,5.041,0,0,0,0,20,WR,TURQUOISE,Underground
19641205,1964,64039,United States of America,NTS,UGS,37.1,-116.1,0,0,0,20,200,WR,CREPE,Underground
19641205,1964,64040,United States of America,NTS,UGS,37.1,-116.1,0,0,0,0,20,WR,DRILL,Underground
19641216,1964,64041,United States of America,NTS,UGS,37,-116,0,0,0,1.3,1.3,WR,PARROT,Underground
19641216,1964,64042,United States of America,NTS,UGS,37,-116.1,0,0,0,2.7,2.7,WE,MUDPACK,Underground
19641216,1964,64060,United States of America,NTS,DOE,37,-116,0,0,0,0,20,SE/WR,CASSOWARYHOOPOE,Underground
19641218,1964,64043,United States of America,NTS,UGS,37,-116.3,0,0,0,0.092,0.092,PNE,SULKY,Underground
19650114,1965,65001,United States of America,NTS,ISC,37.07,-116.01,0,0,0,0,20,WR,WOOL,Underground
19650115,1965,65002,Russia,SEMI KAZAKH,ISC,49.88,78.96,5.8,0,0,140,140,PNE,CHAGAN,Underground
19650129,1965,65051,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,TERN,Underground
19650204,1965,65003,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,FMS,UNKNOWN,Underground
19650204,1965,65004,United States of America,NTS,ISC,37.07,-116.03,0,0,0,0,20,WR,CASHMERE,Underground
19650212,1965,65005,United States of America,NTS,DOE,37,-116,0,0,0,0.33,0.33,WR,ALPACA,Underground
19650216,1965,65006,United States of America,NTS,ISC,36.99,-116,0,0,0,10.1,10.1,WR,MERLIN,Underground
19650218,1965,65007,United States of America,NTS,ISC,36.72,-115.94,0,0,0,0,20,WE,WISHBONE,Underground
19650219,1965,65052,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,SEERSUCKER,Underground
19650227,1965,65008,France,IN ECKER ALG,ISC,24.16,5.03,5.6,0,0,0,150,WR,SAPHIR,Underground
19650303,1965,65009,Russia,SEMI KAZAKH,ISC,49.81,78.13,5.5,0,0,0.001,20,WR,UNKNOWN,Underground
19650303,1965,65010,United States of America,NTS,ISC,37.01,-116.08,0,0,0,20,200,WR,WAGTAIL,Underground
19650320,1965,65053,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,SUEDE,Underground
19650326,1965,65011,United States of America,NTS,ISC,37.11,-116.09,0,0,0,20,200,WR,CUP,Underground
19650327,1965,65012,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,UNKNOWN,Underground
19650330,1965,65013,Russia,BASHKIR RUSS,MTM,53,56,0,0,0,2.3,2.3,PNE,BUTAN 1+2,Underground
19650405,1965,65015,United States of America,NTS,ISC,36.95,-116.08,0,0,0,0,20,WR,KESTREL,Underground
19650414,1965,65016,United States of America,NTS,ISC,37.26,-116.54,0,0,0,4.3,4.3,PNE,PALANQUIN,Surface
19650421,1965,65017,United States of America,NTS,ISC,36.97,-116.23,5,0,0,0,20,WE,GUM DROP,Underground
19650422,1965,65054,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,CHENILLE,Underground
19650423,1965,65018,United States of America,NTS,ISC,36.96,-115.94,0,0,0,0,20,WR,MUSCOVY,Underground
19650507,1965,65019,United States of America,NTS,ISC,37.14,-116.1,0,0,0,7,7,WE,TEE,Underground
19650511,1965,65020,Russia,SEMI KAZAKH,ISC,49.79,78.12,4.9,0,0,0.001,20,WR,UNKNOWN,Underground
19650512,1965,65021,United States of America,NTS,ISC,37.2,-116.5,0,0,0,0,20,WR,BUTEO,Underground
19650514,1965,65022,China,LOP NOR,DOE,41.5,89,0,0,0,35,35,WR,UNKNOWN,Atmospheric
19650514,1965,65023,United States of America,NTS,ISC,37.07,-116.05,0,0,0,0,20,WR,SCAUP,Underground
19650514,1965,65024,United States of America,NTS,DOE,37,-116,0,0,0,0.75,0.75,WR,CAMBRIO,Underground
19650521,1965,65025,United States of America,NTS,ISC,37.07,-116.04,0,0,0,0,20,WR,TWEED,Underground
19650530,1965,65026,France,IN ECKER ALG,DOE,24,5,0,0,0,0,5,WR,JADE,Underground
19650610,1965,65027,Russia,BASHKIR RUSS,MTM,53,56,0,0,0,7.6,7.6,PNE,BUTAN,Underground
19650611,1965,65028,United States of America,NTS,ISC,37,-116.05,0,0,0,1.3,1.3,WR,PETREL,Underground
19650611,1965,65055,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,ORGANDY,Underground
19650616,1965,65029,United States of America,NTS,ISC,36.83,-116.06,0,0,0,0,20,WE,DILUTED WATERS,Underground
19650617,1965,65030,Russia,SEMI KAZAKH,ISC,49.83,78.17,5.8,0,0,0.001,20,PNE,UNKNOWN,Underground
19650617,1965,65031,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WE,TINYTOT,Underground
19650716,1965,65056,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,IZZEP.,Underground
19650722,1965,65057,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,PONGEE,Underground
19650723,1965,65032,United States of America,NTS,ISC,37.06,-116.03,5.4,0,0,20,200,WR,BRONZE,Underground
19650729,1965,65033,Russia,SEMI KAZAKH,ISC,50.4,77.9,4.5,0,0,0.001,20,FMS,UNKNOWN,Underground
19650806,1965,65034,United States of America,NTS,ISC,37.02,-116.11,0,0,0,0,20,WR,MAUVE,Underground
19650821,1965,65058,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,TICKING,Underground
19650827,1965,65035,United States of America,NTS,ISC,37.08,-116.04,0,0,0,0,20,WR,CENTAUR,Underground
19650901,1965,65036,United States of America,NTS,ISC,36.98,-115.99,4.2,0,0,0,20,WE/WR,MOA/SCREAMER,Underground
19650910,1965,65037,United Kingdom,NTS,ISC,36.98,-115.99,5.1,0,0,20,200,WR,CHARCOAL,Underground
19650917,1965,65038,Russia,SEMI KAZAKH,ISC,49.78,78.15,5.2,0,0,0.001,20,WR,UNKNOWN,Underground
19650917,1965,65039,United States of America,NTS,ISC,37.06,-116.02,0,0,0,0,20,WR,ELKHART,Underground
19651001,1965,65040,France,IN ECKER ALG,DOE,24,5,0,0,0,0,5,WR,CORINDON,Underground
19651008,1965,65041,Russia,SEMI KAZAKH,ISC,49.92,78.17,5.4,0,0,0.001,20,WR,UNKNOWN,Underground
19651014,1965,65042,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,1.1,1.1,PNE,SARY-UZEN,Underground
19651029,1965,65043,United States of America,AMCHITKA AK,ISC,51.61,179.22,6.1,0,0,80,80,PNE,LONG SHOT,Underground
19651112,1965,65044,United States of America,NTS,ISC,37.03,-116.01,0,0,0,0,20,WR,SEPIA,Underground
19651121,1965,65045,Russia,SEMI KAZAKH,ISC,49.86,78.04,5.6,0,0,29,29,WR,UNKNOWN,Underground
19651123,1965,65059,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,KERMET,Underground
19651201,1965,65046,France,IN ECKER ALG,ISC,24.04,5.03,4.9,0,0,0,20,WR,TOURMALINE,Underground
19651203,1965,65047,United States of America,NTS,ISC,37.13,-116.02,5.6,0,0,20,200,WR,CORDUROY,Underground
19651216,1965,65048,United States of America,NTS,ISC,37.08,-116.03,0,0,0,0,20,WR,EMERSON,Underground
19651216,1965,65049,United States of America,NTS,ISC,37.02,-116.05,5.3,0,0,20,200,WE,BUFF,Underground
19651224,1965,65050,Russia,SEMI KAZAKH,ISC,49.9,78.1,5.2,0,0,0.001,20,PNE,UNKNOWN,Underground
19660113,1966,66001,United States of America,NTS,ISC,37.17,-116.02,0,0,0,0,20,WE,MAXWELL,Underground
19660118,1966,66002,United States of America,NTS,ISC,37.1,-116.05,0,0,0,20,200,WE,LAMPBLACK,Underground
19660118,1966,66064,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WE,SIENNA,Underground
19660121,1966,66003,United States of America,NTS,ISC,37.03,-115.97,0,0,0,0,20,WE,DOVEKIE,Underground
19660122,1966,66065,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WE,REO,Underground
19660203,1966,66004,United States of America,NTS,ISC,37.07,-116.1,0,0,0,0,20,WE,PLAID II,Underground
19660213,1966,66005,Russia,SEMI KAZAKH,ISC,49.77,78.1,6.1,0,0,125,125,PNE,UNKNOWN,Underground
19660216,1966,66006,France,IN ECKER ALG,ISC,24,5,0,0,0,0,20,WR,GRENAT,Underground
19660224,1966,66007,United States of America,NTS,ISC,37.17,-116.42,0,0,0,19,19,WR,REX,Underground
19660305,1966,66008,United States of America,NTS,ISC,37.15,-116.11,0,0,0,0,20,WE,REDHOT,Underground
19660307,1966,66009,United States of America,NTS,ISC,36.94,-116.13,0,0,0,0,20,SE/WR,FINFOOT/CINNAMO,Underground
19660312,1966,66010,United States of America,NTS,ISC,37.08,-116.09,0,0,0,0,20,WR,CLYMER,Underground
19660318,1966,66011,United States of America,NTS,ISC,36.9,-116.15,0,0,0,0,20,WR,PURPLE,Underground
19660320,1966,66012,Russia,SEMI KAZAKH,ISC,49.72,78.07,6.6,0,0,100,100,WR,UNKNOWN,Underground
19660324,1966,66013,United States of America,NTS,ISC,37.05,-116.16,0,0,0,0,20,PNE,TEMPLAR,Underground
19660401,1966,66014,United States of America,NTS,ISC,37.05,-115.88,0,0,0,0,20,WR,LIME,Underground
19660406,1966,66015,United States of America,NTS,ISC,37.08,-116.13,0,0,0,0,20,WR,STUTZ,Underground
19660407,1966,66016,United States of America,NTS,ISC,36.95,-116.01,0,0,0,0,20,WR,TOMATO,Underground
19660414,1966,66017,United States of America,NTS,ISC,37.2,-116.45,0,0,0,70,70,WR,DURYEA,Underground
19660421,1966,66018,Russia,SEMI KAZAKH,ISC,49.86,78.2,6.1,0,0,0.001,20,WR,UNKNOWN,Underground
